DIP-250N|refseq:NP_499284|uniprotkb:P41958,DIP-1016N|refseq:NP_498007|uniprotkb:P30429,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Mitochondrion'],['Mitochondrion']
DIP-24817N|refseq:NP_001041163|uniprotkb:Q9XUQ4,DIP-26054N|refseq:NP_496269|uniprotkb:Q22003,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42585E,dip-quality-status:,dip:0005(high throughput),,
DIP-26921N|refseq:NP_501439|uniprotkb:P91409,DIP-25971N|uniprotkb:Q21431,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42590E,dip-quality-status:,dip:0005(high throughput),,
DIP-26546N|refseq:NP_505519|uniprotkb:Q20455,DIP-25170N|refseq:NP_510711|uniprotkb:Q22068,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42602E,dip-quality-status:,dip:0005(high throughput),,
DIP-25170N|refseq:NP_510711|uniprotkb:Q22068,DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42603E,dip-quality-status:,dip:0005(high throughput),,
DIP-27419N|refseq:NP_504393|uniprotkb:O16511,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42606E,dip-quality-status:,dip:0005(high throughput),,
DIP-24348N|refseq:NP_500340|uniprotkb:O44451,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42607E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-25966N|refseq:NP_505567|uniprotkb:O17607,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42609E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Nucleus']",
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24457N|refseq:NP_505018|uniprotkb:Q8I7I0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42610E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24469N|refseq:NP_499011|uniprotkb:P34383,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42611E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24630N|refseq:NP_492761|uniprotkb:Q93576,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42612E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24796N|refseq:NP_510481|uniprotkb:O45522,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42615E,dip-quality-status:,dip:0005(high throughput),,
DIP-24546N|refseq:NP_510293|uniprotkb:Q21130,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42616E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24399N|refseq:NP_501842|uniprotkb:Q21351,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42617E,dip-quality-status:,dip:0005(high throughput),,
DIP-26074N|refseq:NP_496223|uniprotkb:O17970,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42618E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42620E,dip-quality-status:,dip:0005(high throughput),,
DIP-26331N|refseq:NP_492238|uniprotkb:O02289,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42621E,dip-quality-status:,dip:0005(high throughput),,
DIP-25309N|refseq:NP_741075|uniprotkb:Q8WQC6,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42623E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-25696N|refseq:NP_506849|uniprotkb:O18118,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42624E,dip-quality-status:,dip:0005(high throughput),,
DIP-27200N|refseq:NP_499936|uniprotkb:Q9UAY0,DIP-25110N|refseq:NP_493679|uniprotkb:P91419,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42626E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-24988N|refseq:NP_501103|uniprotkb:Q9N3X2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42629E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-27124N|refseq:NP_496957|uniprotkb:Q9U2A8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42630E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-25005N|refseq:NP_507643|uniprotkb:Q9U1T6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42631E,dip-quality-status:,dip:0005(high throughput),,
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-27357N|refseq:NP_493380|uniprotkb:Q9U1Q2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42634E,dip-quality-status:,dip:0005(high throughput),,
DIP-25092N|refseq:NP_508693|uniprotkb:Q95ZP7,DIP-26495N|refseq:NP_502142|uniprotkb:O17887,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42636E,dip-quality-status:,dip:0005(high throughput),,
DIP-26846N|refseq:NP_491416|uniprotkb:O02056,DIP-25343N|refseq:NP_492257|uniprotkb:P34808,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42646E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26490N|refseq:NP_502001|uniprotkb:Q17760,DIP-25343N|refseq:NP_492257|uniprotkb:P34808,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42647E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25343N|refseq:NP_492257|uniprotkb:P34808,DIP-26185N|refseq:NP_493453|uniprotkb:Q9XTS1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42648E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25343N|refseq:NP_492257|uniprotkb:P34808,DIP-25343N|refseq:NP_492257|uniprotkb:P34808,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42649E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-26651N|refseq:NP_740781|uniprotkb:Q9BL19,DIP-25343N|refseq:NP_492257|uniprotkb:P34808,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42652E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25343N|refseq:NP_492257|uniprotkb:P34808,DIP-27179N|refseq:NP_492449|uniprotkb:Q94420,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42653E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-25466N|refseq:NP_501800|uniprotkb:Q27481,DIP-26616N|refseq:NP_507199|uniprotkb:O45734,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42654E,dip-quality-status:,dip:0005(high throughput),,
DIP-25340N|refseq:NP_498761|uniprotkb:P34529,DIP-26616N|refseq:NP_507199|uniprotkb:O45734,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42655E,dip-quality-status:,dip:0005(high throughput),,
DIP-26961N|refseq:NP_499760|uniprotkb:Q9XVJ3,DIP-24348N|refseq:NP_500340|uniprotkb:O44451,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42656E,dip-quality-status:,dip:0005(high throughput),,['Mitochondrion']
DIP-25171N|refseq:NP_510484|uniprotkb:Q93533,DIP-24318N|refseq:NP_508880|uniprotkb:Q22123,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42659E,dip-quality-status:,dip:0005(high throughput),,
DIP-24318N|refseq:NP_508880|uniprotkb:Q22123,DIP-24714N|refseq:NP_504655|uniprotkb:Q9UAV4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42660E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27299N|refseq:NP_498231|uniprotkb:P48158,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42662E,dip-quality-status:,dip:0005(high throughput),,
DIP-26907N|uniprotkb:Q03563,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42663E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26110N|refseq:NP_497822|uniprotkb:P42171,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42664E,dip-quality-status:,dip:0005(high throughput),,"['Cytoplasm', 'Golgi apparatus']"
DIP-24323N|uniprotkb:O01482,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42665E,dip-quality-status:,dip:0005(high throughput),,
DIP-26464N|refseq:NP_741450|uniprotkb:Q8MQE8,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42666E,dip-quality-status:,dip:0005(high throughput),,
DIP-25231N|refseq:NP_500874|uniprotkb:Q17732,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42667E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26853N|uniprotkb:Q17940,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42669E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27396N|refseq:NP_504832|uniprotkb:O01489,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42670E,dip-quality-status:,dip:0005(high throughput),,
DIP-25798N|refseq:NP_508686|uniprotkb:Q18043,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42671E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25195N|refseq:NP_491745|uniprotkb:O01961,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42672E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24740N|refseq:NP_494937|uniprotkb:Q18239,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42673E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24500N|refseq:NP_494979|uniprotkb:Q95ZX3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42677E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26573N|refseq:NP_502515|uniprotkb:Q18535,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42678E,dip-quality-status:,dip:0005(high throughput),,
DIP-26210N|refseq:NP_491332|uniprotkb:P91146,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42679E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27106N|refseq:NP_506625|uniprotkb:Q18691,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42680E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26773N|refseq:NP_508239|uniprotkb:Q18776,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42681E,dip-quality-status:,dip:0005(high throughput),,
DIP-25681N|refseq:NP_508276|uniprotkb:Q18909,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42682E,dip-quality-status:,dip:0005(high throughput),,
DIP-26886N|refseq:NP_505761|uniprotkb:Q18953,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42683E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-27303N|refseq:NP_499312|uniprotkb:Q18986,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42684E,dip-quality-status:,dip:0005(high throughput),,
DIP-24443N|refseq:NP_492085|uniprotkb:P10567,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42685E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-27014N|refseq:NP_498624|uniprotkb:Q95ZV8,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42686E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26529N|refseq:NP_498826|uniprotkb:P34397,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42687E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24912N|refseq:NP_497783|uniprotkb:P50880,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42688E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25783N|refseq:NP_504374|uniprotkb:Q9GUC8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42689E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26595N|refseq:NP_498520|uniprotkb:P53013,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42693E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25869N|refseq:NP_504197|uniprotkb:O16299,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42694E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-26173N|refseq:NP_496363|uniprotkb:Q17336,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42695E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25557N|uniprotkb:P34420,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42696E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-26766N|refseq:NP_507060|uniprotkb:O45521,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42698E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26021N|refseq:NP_510094|uniprotkb:Q20435,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42699E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26144N|refseq:NP_510217|uniprotkb:Q20476,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42700E,dip-quality-status:,dip:0005(high throughput),,
DIP-27132N|refseq:NP_508379|uniprotkb:Q9N5S8,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42702E,dip-quality-status:,dip:0005(high throughput),,
DIP-25069N|refseq:NP_494128|uniprotkb:O44821,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42703E,dip-quality-status:,dip:0005(high throughput),,
DIP-25182N|refseq:NP_508494|uniprotkb:Q20709,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42705E,dip-quality-status:,dip:0005(high throughput),,
DIP-26656N|refseq:NP_490683|uniprotkb:O01796,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42706E,dip-quality-status:,dip:0005(high throughput),,
DIP-24444N|refseq:NP_495817|uniprotkb:Q20759,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42707E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25300N|refseq:NP_494661|uniprotkb:Q9TZ84,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42708E,dip-quality-status:,dip:0005(high throughput),,
DIP-25301N|refseq:NP_498515|uniprotkb:Q20936,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42709E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27123N|refseq:NP_491460|uniprotkb:Q95R05,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42710E,dip-quality-status:,dip:0005(high throughput),,
DIP-25326N|refseq:NP_492752|uniprotkb:Q93831,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42712E,dip-quality-status:,dip:0005(high throughput),,
DIP-26574N|refseq:NP_509142|uniprotkb:P55956,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42713E,dip-quality-status:,dip:0005(high throughput),,
DIP-25395N|refseq:NP_493709|uniprotkb:Q9TZ50,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42714E,dip-quality-status:,dip:0005(high throughput),,
DIP-25386N|refseq:NP_495861|uniprotkb:Q21361,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42716E,dip-quality-status:,dip:0005(high throughput),,
DIP-25625N|refseq:NP_506317|uniprotkb:P92004,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42718E,dip-quality-status:,dip:0005(high throughput),,
DIP-25947N|refseq:NP_499165|uniprotkb:Q21898,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42719E,dip-quality-status:,dip:0005(high throughput),['Vacuole'],
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25093N|refseq:NP_001024093|uniprotkb:O18015,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42720E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42721E,dip-quality-status:,dip:0005(high throughput),,
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42722E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
